Car ID	Vehicle	VType	Day	ReqT	EntHr	EntMin	ExitHr	ExitMin	TDelay	IdleT	TBill	Fine	PL No.	PLZone	nFree	nFill	Tries	DFS	IdleVeh	tFree	z1Free	z2Free	z3Free	z4Free	dReq	
986	Student	3	0	4792	8	0	8	0	0	-348	0	0	0	0	0	0	2	672	16	0	0	0	0	0	4	
973	Student	3	0	4692	8	0	8	0	0	-257	0	0	0	0	0	0	2	672	18	0	0	0	0	0	4	
976	Staff	5	0	13242	8	0	8	0	0	-266	0	0	0	0	0	0	2	672	15	0	0	0	0	0	5	
984	Student	3	0	408	9	31	9	38	408	5131	8	0	3	2	12	1	1	386	18	60	0	30	8	22	5	
935	Staff	5	0	3851	8	29	9	33	3851	1686	48	0	8	1	1	2	1	354	8	92	11	51	8	22	5	
938	Faculty	2	0	3450	8	36	9	33	3450	2086	101	0	8	1	0	3	1	354	5	89	10	49	8	22	5	
998	Student	3	0	4866	8	0	8	0	0	-424	0	0	0	0	0	0	2	672	13	0	0	0	0	0	7	
991	Staff	5	0	10351	8	0	8	0	0	-386	0	0	0	0	0	0	2	672	13	0	0	0	0	0	7	
996	Student	3	0	304	9	46	9	51	304	5966	6	0	4	2	10	3	1	386	16	59	2	28	7	22	8	
930	Visitor	1	0	5191	8	19	9	46	5191	1144	216	0	8	1	2	1	1	354	5	96	14	52	8	22	8	
994	Student	3	0	5447	8	0	8	0	0	-408	0	0	0	0	0	0	2	672	14	0	0	0	0	0	11	
995	Student	3	0	191	8	0	8	0	0	-410	0	0	0	0	0	0	2	672	13	0	0	0	0	0	11	
945	Student	3	0	3501	8	43	9	42	3501	2467	66	0	6	2	8	4	1	365	6	85	8	47	8	22	11	
967	Student	3	0	2049	9	15	9	49	2049	4290	38	0	9	1	0	5	1	384	14	69	0	39	8	22	11	
950	Staff	5	0	2441	8	57	9	38	2441	3273	31	0	6	2	4	8	1	365	11	78	3	45	8	22	11	
1002	Student	3	0	10218	8	0	8	0	0	-442	0	0	0	0	0	0	2	672	15	0	0	0	0	0	12	
978	Student	3	0	1928	9	33	10	5	1928	5261	36	0	5	2	0	12	1	365	18	59	0	29	8	22	12	
936	Faculty	2	0	5329	8	31	9	60	5329	1805	155	0	7	1	0	3	1	354	8	90	10	50	8	22	12	
963	Faculty	2	0	2756	9	10	9	56	2756	4010	80	0	6	2	3	9	1	365	14	71	0	41	8	22	12	
1004	Student	3	0	7977	8	0	8	0	0	-451	0	0	0	0	0	0	2	672	12	0	0	0	0	0	12	
981	Student	3	0	6773	8	0	8	0	0	-314	0	0	0	0	0	0	2	672	15	0	0	0	0	0	12	
948	Visitor	1	0	4657	8	52	10	10	4657	3014	194	0	6	2	5	7	1	365	9	81	6	45	8	22	12	
1000	Staff	5	0	9050	8	0	8	0	0	-437	0	0	0	0	0	0	2	672	13	0	0	0	0	0	12	
944	Student	3	0	4903	8	40	10	1	4903	2286	92	0	10	1	4	1	1	384	6	86	8	48	8	22	12	
1011	Student	3	0	1980	8	0	8	0	0	-517	0	0	0	0	0	0	2	672	11	0	0	0	0	0	13	
971	Student	3	0	1656	9	44	10	11	1656	5973	31	0	5	2	0	12	2	365	16	61	2	29	8	22	14	
939	Visitor	1	0	5632	8	48	10	22	5632	2808	235	0	6	2	6	6	2	365	9	83	8	45	8	22	14	
972	Faculty	2	0	1691	9	50	10	18	1691	6324	49	0	5	2	0	12	2	365	13	60	3	28	7	22	14	
1021	Student	3	0	371	8	0	8	0	0	-565	0	0	0	0	0	0	2	672	8	0	0	0	0	0	14	
1022	Faculty	2	0	7697	8	0	8	0	0	-572	0	0	0	0	0	0	2	672	6	0	0	0	0	0	14	
960	Staff	5	0	4501	9	7	10	22	4501	3861	56	0	10	1	0	5	1	384	15	72	0	42	8	22	14	
1018	Faculty	2	0	780	10	15	10	28	780	7571	23	0	3	2	9	4	1	386	10	55	4	25	4	22	14	
1006	Faculty	2	0	1582	10	10	10	36	1582	7331	46	0	12	3	1	3	2	654	13	56	4	26	4	22	14	
958	Staff	5	0	5793	9	2	10	39	5793	3567	72	0	10	1	0	5	1	384	15	76	2	44	8	22	14	
933	Staff	5	0	9274	8	21	10	55	9274	1217	116	0	6	2	11	1	1	365	5	95	14	51	8	22	14	
1003	Visitor	1	0	2776	10	7	10	53	2776	7153	116	0	11	3	3	1	2	654	17	60	4	29	5	22	14	
1025	Student	3	0	2220	10	33	11	10	2220	8608	42	0	6	2	2	10	1	365	6	54	5	23	4	22	16	
1020	Visitor	1	0	3121	10	19	11	11	3121	7766	130	0	3	2	9	4	1	386	10	55	4	25	4	22	16	
1023	Visitor	1	0	2884	10	26	11	15	2884	8209	120	0	4	2	5	8	1	386	9	54	5	23	4	22	16	
1039	Student	3	0	3088	8	0	8	0	0	-790	0	0	0	0	0	0	2	672	2	0	0	0	0	0	16	
