Car ID	Vehicle	VType	Day	ReqT	EntHr	EntMin	ExitHr	ExitMin	TDelay	IdleT	TBill	Fine	PL No.	PLZone	nFree	nFill	Tries	DFS	IdleVeh	tFree	z1Free	z2Free	z3Free	z4Free	dReq	
1027	Student	3	0	2525	8	0	8	0	0	-622	0	0	0	0	0	0	2	672	5	0	0	0	0	0	14	
1025	Visitor	1	0	2665	8	0	8	0	0	-615	0	0	0	0	0	0	2	672	4	0	0	0	0	0	14	
985	Visitor	1	0	3784	9	34	10	37	3784	5323	158	0	9	1	0	5	1	384	13	64	2	32	8	22	15	
960	Faculty	2	0	6356	9	2	10	47	6356	3510	185	0	5	2	5	7	1	365	14	75	4	41	8	22	15	
966	Staff	5	0	5899	9	11	10	49	5899	4025	74	0	5	2	4	8	1	365	14	69	2	37	8	22	15	
941	Visitor	1	0	7549	8	35	10	41	7549	2055	315	0	9	1	4	1	1	384	9	86	10	46	8	22	15	
1031	Staff	5	0	7379	8	0	8	0	0	-677	0	0	0	0	0	0	2	672	7	0	0	0	0	0	15	
981	Faculty	2	0	6209	9	20	11	4	6209	4516	181	0	5	2	5	7	1	365	15	71	4	37	8	22	16	
933	Staff	5	0	9206	8	23	10	56	9206	1335	115	0	7	1	1	2	1	354	6	94	14	50	8	22	16	
984	Faculty	2	0	5982	9	24	11	4	5982	4715	174	0	5	2	3	9	1	365	16	68	3	35	8	22	16	
998	Staff	5	0	4919	9	38	10	60	4919	5463	61	0	4	2	12	1	1	386	14	64	2	32	8	22	19	
978	Faculty	2	0	5853	9	24	11	2	5853	4781	171	0	6	2	3	9	1	365	15	68	3	35	8	22	19	
996	Visitor	1	0	4122	9	57	11	6	4122	6643	172	0	12	3	3	1	1	654	11	60	2	30	6	22	19	
983	Student	3	0	5876	9	25	11	3	5876	4786	110	0	9	1	1	4	1	384	14	68	3	35	8	22	19	
953	Student	3	0	7741	9	6	11	15	7741	3808	145	0	5	2	4	8	2	365	15	71	2	39	8	22	19	
968	Staff	5	0	7064	9	9	11	7	7064	3930	88	0	10	1	0	5	1	384	14	70	2	38	8	22	19	
1036	Faculty	2	0	4117	8	0	8	0	0	-772	0	0	0	0	0	0	2	672	7	0	0	0	0	0	21	
973	Student	3	0	5889	9	31	11	9	5889	5212	110	0	6	2	2	10	1	365	16	65	2	33	8	22	21	
